<http://line.me/en/>;rel="original"
,<http://web.archive.org/web/20140105181217/http://line.me/en>;rel="memento"; datetime="Sun, 05 Jan 2014 18:12:17 GMT"
,<http://web.archive.org/web/20140105181218/http://line.me/en/>;rel="memento"; datetime="Sun, 05 Jan 2014 18:12:18 GMT"
,<http://web.archive.org/web/20140106002932/http://line.me/en>;rel="memento"; datetime="Mon, 06 Jan 2014 00:29:32 GMT"
,<http://web.archive.org/web/20140106002933/http://line.me/en/>;rel="memento"; datetime="Mon, 06 Jan 2014 00:29:33 GMT"
,<http://web.archive.org/web/20140106023344/http://line.me/en>;rel="memento"; datetime="Mon, 06 Jan 2014 02:33:44 GMT"
,<http://web.archive.org/web/20140106023345/http://line.me/en/>;rel="memento"; datetime="Mon, 06 Jan 2014 02:33:45 GMT"
,<http://web.archive.org/web/20140106024220/http://line.me/en>;rel="memento"; datetime="Mon, 06 Jan 2014 02:42:20 GMT"
,<http://web.archive.org/web/20140106024221/http://line.me/en/>;rel="memento"; datetime="Mon, 06 Jan 2014 02:42:21 GMT"
,<http://web.archive.org/web/20140106183950/http://line.me/en>;rel="memento"; datetime="Mon, 06 Jan 2014 18:39:50 GMT"
,<http://web.archive.org/web/20140106183951/http://line.me/en/>;rel="memento"; datetime="Mon, 06 Jan 2014 18:39:51 GMT"
,<http://web.archive.org/web/20140106200912/http://line.me/en>;rel="memento"; datetime="Mon, 06 Jan 2014 20:09:12 GMT"
,<http://web.archive.org/web/20140106200913/http://line.me/en/>;rel="memento"; datetime="Mon, 06 Jan 2014 20:09:13 GMT"
,<http://web.archive.org/web/20140107015108/http://line.me/en>;rel="memento"; datetime="Tue, 07 Jan 2014 01:51:08 GMT"
,<http://web.archive.org/web/20140107015109/http://line.me/en/>;rel="memento"; datetime="Tue, 07 Jan 2014 01:51:09 GMT"
,<http://web.archive.org/web/20140107031243/http://line.me/en>;rel="memento"; datetime="Tue, 07 Jan 2014 03:12:43 GMT"
,<http://web.archive.org/web/20140107031245/http://line.me/en/>;rel="memento"; datetime="Tue, 07 Jan 2014 03:12:45 GMT"
,<http://web.archive.org/web/20140107040557/http://line.me/en>;rel="memento"; datetime="Tue, 07 Jan 2014 04:05:57 GMT"
,<http://web.archive.org/web/20140107040558/http://line.me/en/>;rel="memento"; datetime="Tue, 07 Jan 2014 04:05:58 GMT"
,<http://web.archive.org/web/20140107194221/http://line.me/en>;rel="memento"; datetime="Tue, 07 Jan 2014 19:42:21 GMT"
,<http://web.archive.org/web/20140107194222/http://line.me/en/>;rel="memento"; datetime="Tue, 07 Jan 2014 19:42:22 GMT"
,<http://web.archive.org/web/20140107203607/http://line.me/en>;rel="memento"; datetime="Tue, 07 Jan 2014 20:36:07 GMT"
,<http://web.archive.org/web/20140107203608/http://line.me/en/>;rel="memento"; datetime="Tue, 07 Jan 2014 20:36:08 GMT"
,<http://web.archive.org/web/20140108020936/http://line.me/en>;rel="memento"; datetime="Wed, 08 Jan 2014 02:09:36 GMT"
,<http://web.archive.org/web/20140108020938/http://line.me/en/>;rel="memento"; datetime="Wed, 08 Jan 2014 02:09:38 GMT"
,<http://web.archive.org/web/20140108041100/http://line.me/en>;rel="memento"; datetime="Wed, 08 Jan 2014 04:11:00 GMT"
,<http://web.archive.org/web/20140108041101/http://line.me/en/>;rel="memento"; datetime="Wed, 08 Jan 2014 04:11:01 GMT"
,<http://web.archive.org/web/20140108045314/http://line.me/en>;rel="memento"; datetime="Wed, 08 Jan 2014 04:53:14 GMT"
,<http://web.archive.org/web/20140108045315/http://line.me/en/>;rel="memento"; datetime="Wed, 08 Jan 2014 04:53:15 GMT"
,<http://web.archive.org/web/20140108200951/http://line.me/en>;rel="memento"; datetime="Wed, 08 Jan 2014 20:09:51 GMT"
,<http://web.archive.org/web/20140108200952/http://line.me/en/>;rel="memento"; datetime="Wed, 08 Jan 2014 20:09:52 GMT"
,<http://web.archive.org/web/20140108223316/http://line.me/en>;rel="memento"; datetime="Wed, 08 Jan 2014 22:33:16 GMT"
,<http://web.archive.org/web/20140108223318/http://line.me/en/>;rel="memento"; datetime="Wed, 08 Jan 2014 22:33:18 GMT"
,<http://web.archive.org/web/20140109030205/http://line.me/en>;rel="memento"; datetime="Thu, 09 Jan 2014 03:02:05 GMT"
,<http://web.archive.org/web/20140109030206/http://line.me/en/>;rel="memento"; datetime="Thu, 09 Jan 2014 03:02:06 GMT"
,<http://web.archive.org/web/20140109053200/http://line.me/en>;rel="memento"; datetime="Thu, 09 Jan 2014 05:32:00 GMT"
,<http://web.archive.org/web/20140109053201/http://line.me/en/>;rel="memento"; datetime="Thu, 09 Jan 2014 05:32:01 GMT"
,<http://web.archive.org/web/20140109055051/http://line.me/en>;rel="memento"; datetime="Thu, 09 Jan 2014 05:50:51 GMT"
,<http://web.archive.org/web/20140109055052/http://line.me/en/>;rel="memento"; datetime="Thu, 09 Jan 2014 05:50:52 GMT"
,<http://web.archive.org/web/20140109201417/http://line.me/en>;rel="memento"; datetime="Thu, 09 Jan 2014 20:14:17 GMT"
,<http://web.archive.org/web/20140109201418/http://line.me/en/>;rel="memento"; datetime="Thu, 09 Jan 2014 20:14:18 GMT"
,<http://web.archive.org/web/20140109230910/http://line.me/en>;rel="memento"; datetime="Thu, 09 Jan 2014 23:09:10 GMT"
,<http://web.archive.org/web/20140109230912/http://line.me/en/>;rel="memento"; datetime="Thu, 09 Jan 2014 23:09:12 GMT"
,<http://web.archive.org/web/20140110033616/http://line.me/en>;rel="memento"; datetime="Fri, 10 Jan 2014 03:36:16 GMT"
,<http://web.archive.org/web/20140110033618/http://line.me/en/>;rel="memento"; datetime="Fri, 10 Jan 2014 03:36:18 GMT"
,<http://web.archive.org/web/20140110055123/http://line.me/en/>;rel="memento"; datetime="Fri, 10 Jan 2014 05:51:23 GMT"
,<http://web.archive.org/web/20140110062314/http://line.me/en>;rel="memento"; datetime="Fri, 10 Jan 2014 06:23:14 GMT"
,<http://web.archive.org/web/20140110062315/http://line.me/en/>;rel="memento"; datetime="Fri, 10 Jan 2014 06:23:15 GMT"
,<http://web.archive.org/web/20140110203457/http://line.me/en>;rel="memento"; datetime="Fri, 10 Jan 2014 20:34:57 GMT"
,<http://web.archive.org/web/20140110203458/http://line.me/en/>;rel="memento"; datetime="Fri, 10 Jan 2014 20:34:58 GMT"
,<http://web.archive.org/web/20140110223158/http://line.me/en>;rel="memento"; datetime="Fri, 10 Jan 2014 22:31:58 GMT"
,<http://web.archive.org/web/20140110223159/http://line.me/en/>;rel="memento"; datetime="Fri, 10 Jan 2014 22:31:59 GMT"
,<http://web.archive.org/web/20140111034404/http://line.me/en>;rel="memento"; datetime="Sat, 11 Jan 2014 03:44:04 GMT"
,<http://web.archive.org/web/20140111034405/http://line.me/en/>;rel="memento"; datetime="Sat, 11 Jan 2014 03:44:05 GMT"
,<http://web.archive.org/web/20140111052224/http://line.me/en>;rel="memento"; datetime="Sat, 11 Jan 2014 05:22:24 GMT"
,<http://web.archive.org/web/20140111052225/http://line.me/en/>;rel="memento"; datetime="Sat, 11 Jan 2014 05:22:25 GMT"
,<http://web.archive.org/web/20140111053739/http://line.me/en/>;rel="memento"; datetime="Sat, 11 Jan 2014 05:37:39 GMT"
,<http://web.archive.org/web/20140111062248/http://line.me/en>;rel="memento"; datetime="Sat, 11 Jan 2014 06:22:48 GMT"
,<http://web.archive.org/web/20140111062249/http://line.me/en/>;rel="memento"; datetime="Sat, 11 Jan 2014 06:22:49 GMT"
,<http://web.archive.org/web/20140111210229/http://line.me/en>;rel="memento"; datetime="Sat, 11 Jan 2014 21:02:29 GMT"
,<http://web.archive.org/web/20140111210230/http://line.me/en/>;rel="memento"; datetime="Sat, 11 Jan 2014 21:02:30 GMT"
,<http://web.archive.org/web/20140111221242/http://line.me/en>;rel="memento"; datetime="Sat, 11 Jan 2014 22:12:42 GMT"
,<http://web.archive.org/web/20140111221243/http://line.me/en/>;rel="memento"; datetime="Sat, 11 Jan 2014 22:12:43 GMT"
,<http://web.archive.org/web/20140112035247/http://line.me/en>;rel="memento"; datetime="Sun, 12 Jan 2014 03:52:47 GMT"
,<http://web.archive.org/web/20140112035248/http://line.me/en/>;rel="memento"; datetime="Sun, 12 Jan 2014 03:52:48 GMT"
,<http://web.archive.org/web/20140112040400/http://line.me/en/>;rel="memento"; datetime="Sun, 12 Jan 2014 04:04:00 GMT"
,<http://web.archive.org/web/20140112050039/http://line.me/en>;rel="memento"; datetime="Sun, 12 Jan 2014 05:00:39 GMT"
,<http://web.archive.org/web/20140112050040/http://line.me/en/>;rel="memento"; datetime="Sun, 12 Jan 2014 05:00:40 GMT"
,<http://web.archive.org/web/20140112062407/http://line.me/en>;rel="memento"; datetime="Sun, 12 Jan 2014 06:24:07 GMT"
,<http://web.archive.org/web/20140112062408/http://line.me/en/>;rel="memento"; datetime="Sun, 12 Jan 2014 06:24:08 GMT"
,<http://web.archive.org/web/20140112204927/http://line.me/en/>;rel="memento"; datetime="Sun, 12 Jan 2014 20:49:27 GMT"
,<http://web.archive.org/web/20140112213844/http://line.me/en>;rel="memento"; datetime="Sun, 12 Jan 2014 21:38:44 GMT"
,<http://web.archive.org/web/20140112213845/http://line.me/en/>;rel="memento"; datetime="Sun, 12 Jan 2014 21:38:45 GMT"
,<http://web.archive.org/web/20140112234929/http://line.me/en>;rel="memento"; datetime="Sun, 12 Jan 2014 23:49:29 GMT"
,<http://web.archive.org/web/20140112234930/http://line.me/en/>;rel="memento"; datetime="Sun, 12 Jan 2014 23:49:30 GMT"
,<http://web.archive.org/web/20140113042902/http://line.me/en>;rel="memento"; datetime="Mon, 13 Jan 2014 04:29:02 GMT"
,<http://web.archive.org/web/20140113042904/http://line.me/en/>;rel="memento"; datetime="Mon, 13 Jan 2014 04:29:04 GMT"
,<http://web.archive.org/web/20140113062635/http://line.me/en>;rel="memento"; datetime="Mon, 13 Jan 2014 06:26:35 GMT"
,<http://web.archive.org/web/20140113062637/http://line.me/en/>;rel="memento"; datetime="Mon, 13 Jan 2014 06:26:37 GMT"
,<http://web.archive.org/web/20140113071201/http://line.me/en>;rel="memento"; datetime="Mon, 13 Jan 2014 07:12:01 GMT"
,<http://web.archive.org/web/20140113071203/http://line.me/en/>;rel="memento"; datetime="Mon, 13 Jan 2014 07:12:03 GMT"
,<http://web.archive.org/web/20140113221613/http://line.me/en>;rel="memento"; datetime="Mon, 13 Jan 2014 22:16:13 GMT"
,<http://web.archive.org/web/20140113221614/http://line.me/en/>;rel="memento"; datetime="Mon, 13 Jan 2014 22:16:14 GMT"
,<http://web.archive.org/web/20140114003124/http://line.me/en>;rel="memento"; datetime="Tue, 14 Jan 2014 00:31:24 GMT"
,<http://web.archive.org/web/20140114003125/http://line.me/en/>;rel="memento"; datetime="Tue, 14 Jan 2014 00:31:25 GMT"
,<http://web.archive.org/web/20140114043201/http://line.me/en>;rel="memento"; datetime="Tue, 14 Jan 2014 04:32:01 GMT"
,<http://web.archive.org/web/20140114043202/http://line.me/en/>;rel="memento"; datetime="Tue, 14 Jan 2014 04:32:02 GMT"
,<http://web.archive.org/web/20140114045734/http://line.me/en>;rel="memento"; datetime="Tue, 14 Jan 2014 04:57:34 GMT"
,<http://web.archive.org/web/20140114045735/http://line.me/en/>;rel="memento"; datetime="Tue, 14 Jan 2014 04:57:35 GMT"
,<http://web.archive.org/web/20140114071333/http://line.me/en>;rel="memento"; datetime="Tue, 14 Jan 2014 07:13:33 GMT"
,<http://web.archive.org/web/20140114071334/http://line.me/en/>;rel="memento"; datetime="Tue, 14 Jan 2014 07:13:34 GMT"
,<http://web.archive.org/web/20140114224055/http://line.me/en>;rel="memento"; datetime="Tue, 14 Jan 2014 22:40:55 GMT"
,<http://web.archive.org/web/20140114224056/http://line.me/en/>;rel="memento"; datetime="Tue, 14 Jan 2014 22:40:56 GMT"
,<http://web.archive.org/web/20140115013820/http://line.me/en>;rel="memento"; datetime="Wed, 15 Jan 2014 01:38:20 GMT"
,<http://web.archive.org/web/20140115013821/http://line.me/en/>;rel="memento"; datetime="Wed, 15 Jan 2014 01:38:21 GMT"
,<http://web.archive.org/web/20140115042333/http://line.me/en>;rel="memento"; datetime="Wed, 15 Jan 2014 04:23:33 GMT"
,<http://web.archive.org/web/20140115042334/http://line.me/en/>;rel="memento"; datetime="Wed, 15 Jan 2014 04:23:34 GMT"
,<http://web.archive.org/web/20140115044823/http://line.me/en>;rel="memento"; datetime="Wed, 15 Jan 2014 04:48:23 GMT"
,<http://web.archive.org/web/20140115044824/http://line.me/en/>;rel="memento"; datetime="Wed, 15 Jan 2014 04:48:24 GMT"
,<http://web.archive.org/web/20140115071249/http://line.me/en>;rel="memento"; datetime="Wed, 15 Jan 2014 07:12:49 GMT"
,<http://web.archive.org/web/20140115071250/http://line.me/en/>;rel="memento"; datetime="Wed, 15 Jan 2014 07:12:50 GMT"
,<http://web.archive.org/web/20140115231119/http://line.me/en>;rel="memento"; datetime="Wed, 15 Jan 2014 23:11:19 GMT"
,<http://web.archive.org/web/20140115231121/http://line.me/en/>;rel="memento"; datetime="Wed, 15 Jan 2014 23:11:21 GMT"
,<http://web.archive.org/web/20140116015944/http://line.me/en>;rel="memento"; datetime="Thu, 16 Jan 2014 01:59:44 GMT"
,<http://web.archive.org/web/20140116015945/http://line.me/en/>;rel="memento"; datetime="Thu, 16 Jan 2014 01:59:45 GMT"
,<http://web.archive.org/web/20140116030406/http://line.me/en>;rel="memento"; datetime="Thu, 16 Jan 2014 03:04:06 GMT"
,<http://web.archive.org/web/20140116030408/http://line.me/en/>;rel="memento"; datetime="Thu, 16 Jan 2014 03:04:08 GMT"
,<http://web.archive.org/web/20140116050756/http://line.me/en>;rel="memento"; datetime="Thu, 16 Jan 2014 05:07:56 GMT"
,<http://web.archive.org/web/20140116050757/http://line.me/en/>;rel="memento"; datetime="Thu, 16 Jan 2014 05:07:57 GMT"
,<http://web.archive.org/web/20140116075320/http://line.me/en>;rel="memento"; datetime="Thu, 16 Jan 2014 07:53:20 GMT"
,<http://web.archive.org/web/20140116075321/http://line.me/en/>;rel="memento"; datetime="Thu, 16 Jan 2014 07:53:21 GMT"
,<http://web.archive.org/web/20140116232207/http://line.me/en>;rel="memento"; datetime="Thu, 16 Jan 2014 23:22:07 GMT"
,<http://web.archive.org/web/20140116232208/http://line.me/en/>;rel="memento"; datetime="Thu, 16 Jan 2014 23:22:08 GMT"
,<http://web.archive.org/web/20140117024058/http://line.me/en>;rel="memento"; datetime="Fri, 17 Jan 2014 02:40:58 GMT"
,<http://web.archive.org/web/20140117024059/http://line.me/en/>;rel="memento"; datetime="Fri, 17 Jan 2014 02:40:59 GMT"
,<http://web.archive.org/web/20140117032817/http://line.me/en>;rel="memento"; datetime="Fri, 17 Jan 2014 03:28:17 GMT"
,<http://web.archive.org/web/20140117032818/http://line.me/en/>;rel="memento"; datetime="Fri, 17 Jan 2014 03:28:18 GMT"
,<http://web.archive.org/web/20140117054750/http://line.me/en>;rel="memento"; datetime="Fri, 17 Jan 2014 05:47:50 GMT"
,<http://web.archive.org/web/20140117054751/http://line.me/en/>;rel="memento"; datetime="Fri, 17 Jan 2014 05:47:51 GMT"
,<http://web.archive.org/web/20140117081041/http://line.me/en>;rel="memento"; datetime="Fri, 17 Jan 2014 08:10:41 GMT"
,<http://web.archive.org/web/20140117081042/http://line.me/en/>;rel="memento"; datetime="Fri, 17 Jan 2014 08:10:42 GMT"
,<http://web.archive.org/web/20140117233754/http://line.me/en>;rel="memento"; datetime="Fri, 17 Jan 2014 23:37:54 GMT"
,<http://web.archive.org/web/20140117233755/http://line.me/en/>;rel="memento"; datetime="Fri, 17 Jan 2014 23:37:55 GMT"
,<http://web.archive.org/web/20140118040315/http://line.me/en>;rel="memento"; datetime="Sat, 18 Jan 2014 04:03:15 GMT"
,<http://web.archive.org/web/20140118040316/http://line.me/en/>;rel="memento"; datetime="Sat, 18 Jan 2014 04:03:16 GMT"
,<http://web.archive.org/web/20140118040806/http://line.me/en>;rel="memento"; datetime="Sat, 18 Jan 2014 04:08:06 GMT"
,<http://web.archive.org/web/20140118040829/http://line.me/en/>;rel="memento"; datetime="Sat, 18 Jan 2014 04:08:29 GMT"
,<http://web.archive.org/web/20140118085053/http://line.me/en>;rel="memento"; datetime="Sat, 18 Jan 2014 08:50:53 GMT"
,<http://web.archive.org/web/20140118085054/http://line.me/en/>;rel="memento"; datetime="Sat, 18 Jan 2014 08:50:54 GMT"
,<http://web.archive.org/web/20140118085750/http://line.me/en>;rel="memento"; datetime="Sat, 18 Jan 2014 08:57:50 GMT"
,<http://web.archive.org/web/20140118085751/http://line.me/en/>;rel="memento"; datetime="Sat, 18 Jan 2014 08:57:51 GMT"
,<http://web.archive.org/web/20140119001315/http://line.me/en>;rel="memento"; datetime="Sun, 19 Jan 2014 00:13:15 GMT"
,<http://web.archive.org/web/20140119001316/http://line.me/en/>;rel="memento"; datetime="Sun, 19 Jan 2014 00:13:16 GMT"
,<http://web.archive.org/web/20140119042248/http://line.me/en>;rel="memento"; datetime="Sun, 19 Jan 2014 04:22:48 GMT"
,<http://web.archive.org/web/20140119042249/http://line.me/en/>;rel="memento"; datetime="Sun, 19 Jan 2014 04:22:49 GMT"
,<http://web.archive.org/web/20140119044225/http://line.me/en>;rel="memento"; datetime="Sun, 19 Jan 2014 04:42:25 GMT"
,<http://web.archive.org/web/20140119044226/http://line.me/en/>;rel="memento"; datetime="Sun, 19 Jan 2014 04:42:26 GMT"
,<http://web.archive.org/web/20140119083224/http://line.me/en>;rel="memento"; datetime="Sun, 19 Jan 2014 08:32:24 GMT"
,<http://web.archive.org/web/20140119083225/http://line.me/en/>;rel="memento"; datetime="Sun, 19 Jan 2014 08:32:25 GMT"
,<http://web.archive.org/web/20140119093644/http://line.me/en>;rel="memento"; datetime="Sun, 19 Jan 2014 09:36:44 GMT"
,<http://web.archive.org/web/20140119093646/http://line.me/en/>;rel="memento"; datetime="Sun, 19 Jan 2014 09:36:46 GMT"
,<http://web.archive.org/web/20140120005009/http://line.me/en>;rel="memento"; datetime="Mon, 20 Jan 2014 00:50:09 GMT"
,<http://web.archive.org/web/20140120005010/http://line.me/en/>;rel="memento"; datetime="Mon, 20 Jan 2014 00:50:10 GMT"
,<http://web.archive.org/web/20140120042821/http://line.me/en>;rel="memento"; datetime="Mon, 20 Jan 2014 04:28:21 GMT"
,<http://web.archive.org/web/20140120042822/http://line.me/en/>;rel="memento"; datetime="Mon, 20 Jan 2014 04:28:22 GMT"
,<http://web.archive.org/web/20140120051705/http://line.me/en>;rel="memento"; datetime="Mon, 20 Jan 2014 05:17:05 GMT"
,<http://web.archive.org/web/20140120051706/http://line.me/en/>;rel="memento"; datetime="Mon, 20 Jan 2014 05:17:06 GMT"
,<http://web.archive.org/web/20140120075503/http://line.me/en>;rel="memento"; datetime="Mon, 20 Jan 2014 07:55:03 GMT"
,<http://web.archive.org/web/20140120075504/http://line.me/en/>;rel="memento"; datetime="Mon, 20 Jan 2014 07:55:04 GMT"
,<http://web.archive.org/web/20140120100751/http://line.me/en>;rel="memento"; datetime="Mon, 20 Jan 2014 10:07:51 GMT"
,<http://web.archive.org/web/20140120100752/http://line.me/en/>;rel="memento"; datetime="Mon, 20 Jan 2014 10:07:52 GMT"
,<http://web.archive.org/web/20140121012557/http://line.me/en>;rel="memento"; datetime="Tue, 21 Jan 2014 01:25:57 GMT"
,<http://web.archive.org/web/20140121012558/http://line.me/en/>;rel="memento"; datetime="Tue, 21 Jan 2014 01:25:58 GMT"
,<http://web.archive.org/web/20140121055111/http://line.me/en>;rel="memento"; datetime="Tue, 21 Jan 2014 05:51:11 GMT"
,<http://web.archive.org/web/20140121055113/http://line.me/en/>;rel="memento"; datetime="Tue, 21 Jan 2014 05:51:13 GMT"
,<http://web.archive.org/web/20140121083821/http://line.me/en/>;rel="memento"; datetime="Tue, 21 Jan 2014 08:38:21 GMT"
,<http://web.archive.org/web/20140121094324/http://line.me/en>;rel="memento"; datetime="Tue, 21 Jan 2014 09:43:24 GMT"
,<http://web.archive.org/web/20140121094325/http://line.me/en/>;rel="memento"; datetime="Tue, 21 Jan 2014 09:43:25 GMT"
,<http://web.archive.org/web/20140121103922/http://line.me/en>;rel="memento"; datetime="Tue, 21 Jan 2014 10:39:22 GMT"
,<http://web.archive.org/web/20140121103923/http://line.me/en/>;rel="memento"; datetime="Tue, 21 Jan 2014 10:39:23 GMT"
,<http://web.archive.org/web/20140122020152/http://line.me/en>;rel="memento"; datetime="Wed, 22 Jan 2014 02:01:52 GMT"
,<http://web.archive.org/web/20140122020153/http://line.me/en/>;rel="memento"; datetime="Wed, 22 Jan 2014 02:01:53 GMT"
