<https://www.youtube.com/user/tyleroakley>;rel="original"
, <http://web.archive.org/web/20150605004830/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 04 Jun 2015 20:48:30 GMT"
, <http://web.archive.org/web/20150607041631/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 07 Jun 2015 00:16:31 GMT"
, <http://web.archive.org/web/20150607041632/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 07 Jun 2015 00:16:32 GMT"
, <http://web.archive.org/web/20150607063542/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 07 Jun 2015 02:35:42 GMT"
, <http://web.archive.org/web/20150607063543/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 07 Jun 2015 02:35:43 GMT"
, <http://web.archive.org/web/20150608082538/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 08 Jun 2015 04:25:38 GMT"
, <http://web.archive.org/web/20150608082539/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 08 Jun 2015 04:25:39 GMT"
, <http://web.archive.org/web/20150608085409/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 08 Jun 2015 04:54:09 GMT"
, <http://web.archive.org/web/20150608085410/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 08 Jun 2015 04:54:10 GMT"
, <http://web.archive.org/web/20150609133641/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 09 Jun 2015 09:36:41 GMT"
, <http://web.archive.org/web/20150609133645/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 09 Jun 2015 09:36:45 GMT"
, <http://web.archive.org/web/20150617200851/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 17 Jun 2015 16:08:51 GMT"
, <http://web.archive.org/web/20150617200852/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 17 Jun 2015 16:08:52 GMT"
, <http://web.archive.org/web/20150627224742/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 27 Jun 2015 18:47:42 GMT"
, <http://web.archive.org/web/20150628071218/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 28 Jun 2015 03:12:18 GMT"
, <http://web.archive.org/web/20150702080618/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 02 Jul 2015 04:06:18 GMT"
, <http://web.archive.org/web/20150702183724/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 02 Jul 2015 14:37:24 GMT"
, <http://web.archive.org/web/20150703063535/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 03 Jul 2015 02:35:35 GMT"
, <http://wayback.archive-it.org/all/20150705210812/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 05 Jul 2015 17:08:12 GMT"
, <http://wayback.archive-it.org/all/20150705210849/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 05 Jul 2015 17:08:49 GMT"
, <http://web.archive.org/web/20150709164048/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 09 Jul 2015 12:40:48 GMT"
, <http://web.archive.org/web/20150709164110/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 09 Jul 2015 12:41:10 GMT"
, <http://web.archive.org/web/20150720220123/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 20 Jul 2015 18:01:23 GMT"
, <http://web.archive.org/web/20150809084745/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 09 Aug 2015 04:47:45 GMT"
, <http://web.archive.org/web/20150809084755/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 09 Aug 2015 04:47:55 GMT"
, <http://wayback.archive-it.org/all/20150811003722/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 10 Aug 2015 20:37:22 GMT"
, <http://wayback.archive-it.org/all/20150811033843/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 10 Aug 2015 23:38:43 GMT"
, <http://web.archive.org/web/20150813165033/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 13 Aug 2015 12:50:33 GMT"
, <http://web.archive.org/web/20150813230458/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 13 Aug 2015 19:04:58 GMT"
, <http://web.archive.org/web/20150813230504/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 13 Aug 2015 19:05:04 GMT"
, <http://wayback.archive-it.org/all/20150901054133/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 01 Sep 2015 01:41:33 GMT"
, <http://wayback.archive-it.org/all/20150903161309/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 03 Sep 2015 12:13:09 GMT"
, <http://wayback.archive-it.org/all/20150908201545/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 08 Sep 2015 16:15:45 GMT"
, <http://wayback.archive-it.org/all/20150908201551/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 08 Sep 2015 16:15:51 GMT"
, <http://wayback.archive-it.org/all/20150910112837/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 10 Sep 2015 07:28:37 GMT"
, <http://wayback.archive-it.org/all/20150910112858/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 10 Sep 2015 07:28:58 GMT"
, <http://web.archive.org/web/20150912002210/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 11 Sep 2015 20:22:10 GMT"
, <http://web.archive.org/web/20150912013008/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 11 Sep 2015 21:30:08 GMT"
, <http://web.archive.org/web/20150915051131/http://youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 15 Sep 2015 01:11:31 GMT"
, <http://wayback.archive-it.org/all/20150915155119/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 15 Sep 2015 11:51:19 GMT"
, <http://wayback.archive-it.org/all/20150915155122/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 15 Sep 2015 11:51:22 GMT"
, <http://wayback.archive-it.org/all/20150925083619/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 25 Sep 2015 04:36:19 GMT"
, <http://web.archive.org/web/20151011051718/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 11 Oct 2015 01:17:18 GMT"
, <http://web.archive.org/web/20151016074514/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 16 Oct 2015 03:45:14 GMT"
, <http://web.archive.org/web/20151018170325/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 18 Oct 2015 13:03:25 GMT"
, <http://web.archive.org/web/20151018170326/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 18 Oct 2015 13:03:26 GMT"
, <http://web.archive.org/web/20151023051106/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 23 Oct 2015 01:11:06 GMT"
, <http://web.archive.org/web/20151023051123/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 23 Oct 2015 01:11:23 GMT"
, <http://web.archive.org/web/20151023122952/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 23 Oct 2015 08:29:52 GMT"
, <http://web.archive.org/web/20151023122953/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 23 Oct 2015 08:29:53 GMT"
, <http://web.archive.org/web/20151024033657/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 23 Oct 2015 23:36:57 GMT"
, <http://web.archive.org/web/20151030093242/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 30 Oct 2015 05:32:42 GMT"
, <http://web.archive.org/web/20151030093243/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 30 Oct 2015 05:32:43 GMT"
, <http://web.archive.org/web/20151103173245/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 03 Nov 2015 12:32:45 GMT"
, <http://web.archive.org/web/20151103173246/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 03 Nov 2015 12:32:46 GMT"
, <http://web.archive.org/web/20151104041531/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 03 Nov 2015 23:15:31 GMT"
, <http://web.archive.org/web/20151105210046/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 05 Nov 2015 16:00:46 GMT"
, <http://web.archive.org/web/20151106150806/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 06 Nov 2015 10:08:06 GMT"
, <http://web.archive.org/web/20151106150807/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 06 Nov 2015 10:08:07 GMT"
, <http://web.archive.org/web/20151106193818/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 06 Nov 2015 14:38:18 GMT"
, <http://web.archive.org/web/20151106193821/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 06 Nov 2015 14:38:21 GMT"
, <http://web.archive.org/web/20151113040129/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 12 Nov 2015 23:01:29 GMT"
, <http://web.archive.org/web/20151113141215/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 13 Nov 2015 09:12:15 GMT"
, <http://web.archive.org/web/20151113141216/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 13 Nov 2015 09:12:16 GMT"
, <http://web.archive.org/web/20151115014229/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 14 Nov 2015 20:42:29 GMT"
, <http://web.archive.org/web/20151115014232/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 14 Nov 2015 20:42:32 GMT"
, <http://wayback.archive-it.org/all/20151118043634/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 17 Nov 2015 23:36:34 GMT"
, <http://wayback.archive-it.org/all/20151118043744/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 17 Nov 2015 23:37:44 GMT"
, <http://web.archive.org/web/20151120132733/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 20 Nov 2015 08:27:33 GMT"
, <http://web.archive.org/web/20151120132734/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 20 Nov 2015 08:27:34 GMT"
, <http://wayback.archive-it.org/all/20151121023752/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 20 Nov 2015 21:37:52 GMT"
, <http://web.archive.org/web/20151123045514/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 22 Nov 2015 23:55:14 GMT"
, <http://web.archive.org/web/20151124104730/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 24 Nov 2015 05:47:30 GMT"
, <http://web.archive.org/web/20151124194155/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 24 Nov 2015 14:41:55 GMT"
, <http://web.archive.org/web/20151127145719/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 27 Nov 2015 09:57:19 GMT"
, <http://web.archive.org/web/20151127145720/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 27 Nov 2015 09:57:20 GMT"
, <http://web.archive.org/web/20151201130925/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 01 Dec 2015 08:09:25 GMT"
, <http://web.archive.org/web/20151201130926/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 01 Dec 2015 08:09:26 GMT"
, <http://web.archive.org/web/20151201201835/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 01 Dec 2015 15:18:35 GMT"
, <http://web.archive.org/web/20151201201836/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 01 Dec 2015 15:18:36 GMT"
, <http://web.archive.org/web/20151203005224/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 02 Dec 2015 19:52:24 GMT"
, <http://web.archive.org/web/20151203005225/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 02 Dec 2015 19:52:25 GMT"
, <http://wayback.archive-it.org/all/20151206193352/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 06 Dec 2015 14:33:52 GMT"
, <http://web.archive.org/web/20151209183610/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 09 Dec 2015 13:36:10 GMT"
, <http://web.archive.org/web/20151211040715/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 10 Dec 2015 23:07:15 GMT"
, <http://web.archive.org/web/20151214174153/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 14 Dec 2015 12:41:53 GMT"
, <http://web.archive.org/web/20151214174154/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 14 Dec 2015 12:41:54 GMT"
, <http://web.archive.org/web/20151217110349/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 17 Dec 2015 06:03:49 GMT"
, <http://web.archive.org/web/20151219080557/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 19 Dec 2015 03:05:57 GMT"
, <http://web.archive.org/web/20151219080610/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 19 Dec 2015 03:06:10 GMT"
, <http://web.archive.org/web/20151219211237/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 19 Dec 2015 16:12:37 GMT"
, <http://web.archive.org/web/20151219211238/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 19 Dec 2015 16:12:38 GMT"
, <http://web.archive.org/web/20151220084842/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 20 Dec 2015 03:48:42 GMT"
, <http://web.archive.org/web/20151220084856/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 20 Dec 2015 03:48:56 GMT"
, <http://web.archive.org/web/20151221085430/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 21 Dec 2015 03:54:30 GMT"
, <http://web.archive.org/web/20151221085438/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 21 Dec 2015 03:54:38 GMT"
, <http://web.archive.org/web/20151222115053/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 22 Dec 2015 06:50:53 GMT"
, <http://web.archive.org/web/20151222115122/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 22 Dec 2015 06:51:22 GMT"
, <http://web.archive.org/web/20151223123531/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 23 Dec 2015 07:35:31 GMT"
, <http://web.archive.org/web/20151223123537/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 23 Dec 2015 07:35:37 GMT"
, <http://web.archive.org/web/20151224133321/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 24 Dec 2015 08:33:21 GMT"
, <http://web.archive.org/web/20151224133339/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 24 Dec 2015 08:33:39 GMT"
, <http://web.archive.org/web/20151225110915/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 25 Dec 2015 06:09:15 GMT"
, <http://web.archive.org/web/20151225134244/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 25 Dec 2015 08:42:44 GMT"
, <http://web.archive.org/web/20151225134251/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 25 Dec 2015 08:42:51 GMT"
, <http://web.archive.org/web/20151225145606/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 25 Dec 2015 09:56:06 GMT"
, <http://web.archive.org/web/20151226080108/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 26 Dec 2015 03:01:08 GMT"
, <http://web.archive.org/web/20151226143320/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 26 Dec 2015 09:33:20 GMT"
, <http://web.archive.org/web/20151226143328/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 26 Dec 2015 09:33:28 GMT"
, <http://web.archive.org/web/20151227145251/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 27 Dec 2015 09:52:51 GMT"
, <http://web.archive.org/web/20151227145312/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 27 Dec 2015 09:53:12 GMT"
, <http://web.archive.org/web/20151228152457/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 28 Dec 2015 10:24:57 GMT"
, <http://web.archive.org/web/20151228152511/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 28 Dec 2015 10:25:11 GMT"
, <http://web.archive.org/web/20151230095717/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 30 Dec 2015 04:57:17 GMT"
, <http://web.archive.org/web/20160101152057/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 01 Jan 2016 10:20:57 GMT"
, <http://web.archive.org/web/20160108164142/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Fri, 08 Jan 2016 11:41:42 GMT"
, <http://web.archive.org/web/20160117120413/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sun, 17 Jan 2016 07:04:13 GMT"
, <http://web.archive.org/web/20160118063633/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 18 Jan 2016 01:36:33 GMT"
, <http://web.archive.org/web/20160118225943/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 18 Jan 2016 17:59:43 GMT"
, <http://web.archive.org/web/20160119190939/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 19 Jan 2016 14:09:39 GMT"
, <http://web.archive.org/web/20160126092500/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 26 Jan 2016 04:25:00 GMT"
, <http://wayback.archive-it.org/all/20160126190603/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 26 Jan 2016 14:06:03 GMT"
, <http://wayback.archive-it.org/all/20160126201659/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 26 Jan 2016 15:16:59 GMT"
, <http://web.archive.org/web/20160127094847/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 27 Jan 2016 04:48:47 GMT"
, <http://web.archive.org/web/20160127232306/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Wed, 27 Jan 2016 18:23:06 GMT"
, <http://wayback.archive-it.org/all/20160128145421/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 28 Jan 2016 09:54:21 GMT"
, <http://wayback.archive-it.org/all/20160128155835/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 28 Jan 2016 10:58:35 GMT"
, <http://web.archive.org/web/20160202100515/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 02 Feb 2016 05:05:15 GMT"
, <http://wayback.archive-it.org/all/20160202180318/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 02 Feb 2016 13:03:18 GMT"
, <http://wayback.archive-it.org/all/20160202192707/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 02 Feb 2016 14:27:07 GMT"
, <http://wayback.archive-it.org/all/20160204095639/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 04 Feb 2016 04:56:39 GMT"
, <http://wayback.archive-it.org/all/20160204150032/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 04 Feb 2016 10:00:32 GMT"
, <http://wayback.archive-it.org/all/20160204161116/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 04 Feb 2016 11:11:16 GMT"
, <http://wayback.archive-it.org/all/20160204223438/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Thu, 04 Feb 2016 17:34:38 GMT"
, <http://web.archive.org/web/20160207035545/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Sat, 06 Feb 2016 22:55:45 GMT"
, <http://web.archive.org/web/20160208230640/http://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 08 Feb 2016 18:06:40 GMT"
, <http://web.archive.org/web/20160208230641/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Mon, 08 Feb 2016 18:06:41 GMT"
, <http://web.archive.org/web/20160209104110/https://www.youtube.com/user/tyleroakley>;rel="memento"; datetime="Tue, 09 Feb 2016 05:41:10 GMT"
 , <http://mementoproxy.cs.odu.edu/aggr/timegate/https://www.youtube.com/user/tyleroakley>;rel="timegate"
 , <http://mementoproxy.cs.odu.edu/aggr/timemap/link/1/https://www.youtube.com/user/tyleroakley>;rel="self"; type="application/link-format"; from ="Sat, 23 Feb 2008 11:07:08 GMT";until="Tue, 09 Feb 2016 05:41:10 GMT"
